run_name,DLNTDR_1,DLNNDR_1,DLNTDR_2,DLNNDR_2,NU_EE,MASS_1,RMAJ,RMIN,Q,S,KAPPA,DELTA,GAMMA_E,BETAE_UNIT,MACH,KY,DRMAJDR,S_KAPPA,S_DELTA
2019_11-exb_shift_a4_filtered,3.0,1.0,3.0,1.0,0.05,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.3,0.0005,0.0,1.5410000085830688,-0.1,0.0,0.0
2019_11-exb_shift_b1_filtered,3.0,1.0,3.0,1.0,0.05,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.5410000085830688,-0.2,0.0,0.0
2019_11-exb_shift_b2_filtered,3.0,1.0,3.0,1.0,0.05,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.1,0.0005,0.0,1.5410000085830688,-0.2,0.0,0.0
2019_11-exb_shift_b3_filtered,3.0,1.0,3.0,1.0,0.05,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.2,0.0005,0.0,1.5410000085830688,-0.2,0.0,0.0
2019_11-exb_shift_b4_filtered,3.0,1.0,3.0,1.0,0.05,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.3,0.0005,0.0,1.5410000085830688,-0.2,0.0,0.0
2019_11-exb_shift_c1_filtered,3.0,1.0,3.0,1.0,0.05,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.5410000085830688,-0.4,0.0,0.0
2019_11-exb_shift_c2_filtered,3.0,1.0,3.0,1.0,0.05,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.1,0.0005,0.0,1.5410000085830688,-0.4,0.0,0.0
2019_11-exb_shift_c3_filtered,3.0,1.0,3.0,1.0,0.05,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.2,0.0005,0.0,1.5410000085830688,-0.4,0.0,0.0
2019_11-exb_shift_c4_filtered,3.0,1.0,3.0,1.0,0.05,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.3,0.0005,0.0,1.5410000085830688,-0.4,0.0,0.0
2020_03-Belli_Lmode_iso_r60_filtered,1.600000023841858,1.0,2.799999952316284,1.0,0.19,1.0,3.11,0.6,1.45,1.15,1.28,0.072,0.056,0.00076,0.051,1.0049999952316284,-0.057,0.13,0.13
2020_03-Belli_Lmode_iso_r70_filtered,2.0,0.8999999761581421,3.5999999046325684,0.8999999761581421,0.32,1.0,3.11,0.7,1.77,1.44,1.32,0.096,0.0062,0.00045,0.086,1.0049999952316284,-0.069,0.19,0.18
2020_03-Belli_Lmode_iso_r80_filtered,2.700000047683716,1.2999999523162842,4.800000190734863,1.2999999523162842,0.65,1.0,3.1,0.8,2.2,1.88,1.36,0.13,0.032,0.00023,0.092,1.0049999952316284,-0.081,0.3,0.27
2020_03-Belli_Lmode_iso_r90_filtered,4.099999904632568,3.200000047683716,8.100000381469727,3.200000047683716,1.7,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
2020_05-theta_diagnostic_a1_filtered,3.0,1.0,3.0,1.0,0.05,1.0,3.0,0.8,2.0,1.0,1.5,0.0,0.0,0.0005,0.0,1.5410000085830688,-0.25,0.0,0.0
2020_05-theta_diagnostic_a2_filtered,3.0,1.0,3.0,1.0,0.05,1.0,3.0,0.8,2.0,1.0,1.5,0.0,0.0,0.0005,0.0,1.149999976158142,-0.25,0.0,0.0
2020_05-theta_diagnostic_a3_filtered,3.0,1.0,3.0,1.0,0.05,1.0,3.0,0.8,2.0,0.5,1.5,0.0,0.0,0.0005,0.0,1.149999976158142,-0.25,0.0,0.0
2020_08-nuei_lor_alor0_filtered,3.0,1.0,3.0,1.0,0.01,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_08-nuei_lor_alor1_filtered,3.0,1.0,3.0,1.0,0.02,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_08-nuei_lor_alor2_filtered,3.0,1.0,3.0,1.0,0.05,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_08-nuei_lor_alor3_filtered,3.0,1.0,3.0,1.0,0.1,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_08-nuei_lor_alor3_hnorm_filtered,3.0,1.0,3.0,1.0,0.07071067,2.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,0.7106422781944275,0.0,0.0,0.0
2020_08-nuei_lor_alor4_filtered,3.0,1.0,3.0,1.0,0.167,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_08-nuei_lor_alor5_filtered,3.0,1.0,3.0,1.0,0.278,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_08-nuei_lor_alor6_filtered,3.0,1.0,3.0,1.0,0.464,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_08-nuei_lor_alor7_filtered,3.0,1.0,3.0,1.0,0.774,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_08-nuei_lor_alor8_filtered,3.0,1.0,3.0,1.0,1.0,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_08-nuei_lor_blor0_filtered,3.0,3.0,3.0,3.0,0.01,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_08-nuei_lor_blor1_filtered,3.0,3.0,3.0,3.0,0.02,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_08-nuei_lor_blor2_filtered,3.0,3.0,3.0,3.0,0.05,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_08-nuei_lor_blor3_filtered,3.0,3.0,3.0,3.0,0.1,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_08-nuei_lor_blor4_filtered,3.0,3.0,3.0,3.0,0.167,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_08-nuei_lor_blor5_filtered,3.0,3.0,3.0,3.0,0.278,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_08-nuei_lor_blor6_filtered,3.0,3.0,3.0,3.0,0.464,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_08-nuei_lor_blor7_filtered,3.0,3.0,3.0,3.0,0.774,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_08-nuei_lor_blor8_filtered,3.0,3.0,3.0,3.0,1.0,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_09-rmin_r025_filtered,3.0,1.0,3.0,1.0,0.1,1.0,3.0,0.25,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_09-rmin_r075_filtered,3.0,1.0,3.0,1.0,0.1,1.0,3.0,0.75,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_09-rmin_r100_filtered,3.0,1.0,3.0,1.0,0.1,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_09-rmin_r125_filtered,3.0,1.0,3.0,1.0,0.1,1.0,3.0,1.25,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
2020_09-rmin_r150_filtered,3.0,1.0,3.0,1.0,0.1,1.0,3.0,1.5,2.0,1.0,1.0,0.0,0.0,0.0005,0.0,1.0049999952316284,0.0,0.0,0.0
STD_AC_a1_filtered,3.0,1.0,3.0,1.0,0.8,1.0,1.4,0.7,2.0,1.0,1.0,0.0,0.1,0.0005,0.0,1.5410000085830688,0.0,0.0,0.0
STD_AC_a2_filtered,3.0,1.0,3.0,1.0,0.8,1.0,1.4,0.7,2.0,1.0,1.0,0.0,0.22,0.0005,0.0,1.5410000085830688,0.0,0.0,0.0
STD_AC_a3_filtered,3.0,1.0,3.0,1.0,0.8,1.0,1.4,0.7,2.0,1.0,1.0,0.0,0.24,0.0005,0.0,1.5410000085830688,0.0,0.0,0.0
STD_AC_a4_filtered,3.0,1.0,3.0,1.0,0.8,1.0,1.4,0.7,2.0,1.0,1.0,0.0,0.27,0.0005,0.0,1.5410000085830688,0.0,0.0,0.0
STD_AC_a5_filtered,3.0,1.0,3.0,1.0,0.8,1.0,1.4,0.7,2.0,1.0,1.0,0.0,0.3,0.0005,0.0,1.5410000085830688,0.0,0.0,0.0
STD_AC_a6_filtered,3.0,1.0,3.0,1.0,0.8,1.0,1.4,0.7,2.0,1.0,1.0,0.0,0.32,0.0005,0.0,1.5410000085830688,0.0,0.0,0.0
STD_A_a1_filtered,3.0,1.0,3.0,1.0,0.05,1.0,1.4,0.7,2.0,1.0,1.0,0.0,0.1,0.0005,0.0,1.5410000085830688,0.0,0.0,0.0
STD_A_a2_filtered,3.0,1.0,3.0,1.0,0.05,1.0,1.4,0.7,2.0,1.0,1.0,0.0,0.22,0.0005,0.0,1.5410000085830688,0.0,0.0,0.0
STD_A_a3_filtered,3.0,1.0,3.0,1.0,0.05,1.0,1.4,0.7,2.0,1.0,1.0,0.0,0.24,0.0005,0.0,1.5410000085830688,0.0,0.0,0.0
STD_A_a4_filtered,3.0,1.0,3.0,1.0,0.05,1.0,1.4,0.7,2.0,1.0,1.0,0.0,0.27,0.0005,0.0,1.5410000085830688,0.0,0.0,0.0
STD_A_a5_filtered,3.0,1.0,3.0,1.0,0.05,1.0,1.4,0.7,2.0,1.0,1.0,0.0,0.3,0.0005,0.0,1.5410000085830688,0.0,0.0,0.0
STD_A_a6_filtered,3.0,1.0,3.0,1.0,0.05,1.0,1.4,0.7,2.0,1.0,1.0,0.0,0.32,0.0005,0.0,1.5410000085830688,0.0,0.0,0.0
STD_gamma_a2_filtered,3.0,1.0,3.0,1.0,0.05,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.22,0.0005,0.0,1.5410000085830688,0.0,0.0,0.0
STD_gamma_a3_filtered,3.0,1.0,3.0,1.0,0.05,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.24,0.0005,0.0,1.5410000085830688,0.0,0.0,0.0
STD_gamma_a5_filtered,3.0,1.0,3.0,1.0,0.05,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.3,0.0005,0.0,1.5410000085830688,0.0,0.0,0.0
STD_gamma_a6_filtered,3.0,1.0,3.0,1.0,0.05,1.0,3.0,0.5,2.0,1.0,1.0,0.0,0.32,0.0005,0.0,1.5410000085830688,0.0,0.0,0.0
r70_ge_d5_filtered,2.0,0.8999999761581421,3.5999999046325684,0.8999999761581421,0.32,1.0,3.11,0.7,1.77,1.44,1.32,0.096,0.0062,0.00045,0.086,1.0049999952316284,-0.069,0.19,0.18
r70_ge_d5_g05_filtered,2.0,0.8999999761581421,3.5999999046325684,0.8999999761581421,0.32,1.0,3.11,0.7,1.77,1.44,1.32,0.096,0.05,0.00045,0.086,1.0049999952316284,-0.069,0.19,0.18
r70_ge_d5_g10_filtered,2.0,0.8999999761581421,3.5999999046325684,0.8999999761581421,0.32,1.0,3.11,0.7,1.77,1.44,1.32,0.096,0.1,0.00045,0.086,1.0049999952316284,-0.069,0.19,0.18
r70_ge_d5_g15_filtered,2.0,0.8999999761581421,3.5999999046325684,0.8999999761581421,0.32,1.0,3.11,0.7,1.77,1.44,1.32,0.096,0.15,0.00045,0.086,1.0049999952316284,-0.069,0.19,0.18
r70_ge_d5_g17_filtered,2.0,0.8999999761581421,3.5999999046325684,0.8999999761581421,0.32,1.0,3.11,0.7,1.77,1.44,1.32,0.096,0.175,0.00045,0.086,1.0049999952316284,-0.069,0.19,0.18
r90_dlntdr_dlt10_filtered,2.0999999046325684,3.200000047683716,10.100000381469727,3.200000047683716,1.7,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_dlntdr_dlt1_filtered,11.100000381469727,3.200000047683716,1.100000023841858,3.200000047683716,1.7,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_dlntdr_dlt2_filtered,10.100000381469727,3.200000047683716,2.0999999046325684,3.200000047683716,1.7,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_dlntdr_dlt4_filtered,8.100000381469727,3.200000047683716,4.099999904632568,3.200000047683716,1.7,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_dlntdr_dlt6_filtered,6.099999904632568,3.200000047683716,6.099999904632568,3.200000047683716,1.7,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_dlntdr_dlt7_filtered,5.099999904632568,3.200000047683716,7.099999904632568,3.200000047683716,1.7,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_dlntdr_dlt9_filtered,3.0999999046325684,3.200000047683716,9.100000381469727,3.200000047683716,1.7,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_dlntdr_q17_d1_lt1_res_filtered,11.100000381469727,3.200000047683716,1.100000023841858,3.200000047683716,1.7,1.0,3.09,0.9,1.77,2.75,1.42,0.16,0.038,8.3e-05,0.082,0.6000000238418579,-0.091,0.54,0.43
r90_dlntdr_q17_d1_lt2_res_filtered,10.100000381469727,3.200000047683716,2.0999999046325684,3.200000047683716,1.7,1.0,3.09,0.9,1.77,2.75,1.42,0.16,0.038,8.3e-05,0.082,0.6000000238418579,-0.091,0.54,0.43
r90_dlntdr_q17_d1_lt3_filtered,9.100000381469727,3.200000047683716,3.0999999046325684,3.200000047683716,1.7,1.0,3.09,0.9,1.77,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_dlntdr_q17_d1_lt4_filtered,8.100000381469727,3.200000047683716,4.099999904632568,3.200000047683716,1.7,1.0,3.09,0.9,1.77,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_dlntdr_q17_d1_lt6_filtered,6.099999904632568,3.200000047683716,6.099999904632568,3.200000047683716,1.7,1.0,3.09,0.9,1.77,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_dlntdr_q17_d1_lt8_filtered,4.099999904632568,3.200000047683716,8.100000381469727,3.200000047683716,1.7,1.0,3.09,0.9,1.77,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_dlntdr_q35_d1_lt1_res_filtered,11.100000381469727,3.200000047683716,1.100000023841858,3.200000047683716,1.7,1.0,3.09,0.9,3.5,2.75,1.42,0.16,0.038,8.3e-05,0.082,0.6000000238418579,-0.091,0.54,0.43
r90_dlntdr_q35_d1_lt2_res_filtered,10.100000381469727,3.200000047683716,2.0999999046325684,3.200000047683716,1.7,1.0,3.09,0.9,3.5,2.75,1.42,0.16,0.038,8.3e-05,0.082,0.6000000238418579,-0.091,0.54,0.43
r90_dlntdr_q35_d1_lt3_res_filtered,9.100000381469727,3.200000047683716,3.0999999046325684,3.200000047683716,1.7,1.0,3.09,0.9,3.5,2.75,1.42,0.16,0.038,8.3e-05,0.082,0.6000000238418579,-0.091,0.54,0.43
r90_dlntdr_q35_d1_lt4_res_filtered,8.100000381469727,3.200000047683716,4.099999904632568,3.200000047683716,1.7,1.0,3.09,0.9,3.5,2.75,1.42,0.16,0.038,8.3e-05,0.082,0.6000000238418579,-0.091,0.54,0.43
r90_dlntdr_q35_d1_lt6_res_filtered,6.099999904632568,3.200000047683716,6.099999904632568,3.200000047683716,1.7,1.0,3.09,0.9,3.5,2.75,1.42,0.16,0.038,8.3e-05,0.082,0.6000000238418579,-0.091,0.54,0.43
r90_dlntdr_q35_d1_lt8_res_filtered,4.099999904632568,3.200000047683716,8.100000381469727,3.200000047683716,1.7,1.0,3.09,0.9,3.5,2.75,1.42,0.16,0.038,8.3e-05,0.082,0.6000000238418579,-0.091,0.54,0.43
r90_dlntdr_q35_d1_lt9_res_filtered,3.0999999046325684,3.200000047683716,9.100000381469727,3.200000047683716,1.7,1.0,3.09,0.9,3.5,2.75,1.42,0.16,0.038,8.3e-05,0.082,0.6000000238418579,-0.091,0.54,0.43
r90_dlntedr_dlnndr_d0_filtered,4.099999904632568,0.0,0.0,0.0,1.7,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_dlntedr_dlnndr_d2_filtered,4.099999904632568,0.7900000214576721,2.0,0.7900000214576721,1.7,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_dlntedr_dlnndr_d4_filtered,4.099999904632568,1.5800000429153442,4.0,1.5800000429153442,1.7,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_dlntedr_dlnndr_d6_filtered,4.099999904632568,2.369999885559082,6.0,2.369999885559082,1.7,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_nuee_d_nu05_filtered,4.099999904632568,3.200000047683716,8.100000381469727,3.200000047683716,0.05,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_nuee_d_nu10_filtered,4.099999904632568,3.200000047683716,8.100000381469727,3.200000047683716,1.0,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_nuee_d_nu17_filtered,4.099999904632568,3.200000047683716,8.100000381469727,3.200000047683716,1.7,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_nuee_d_nu1_filtered,4.099999904632568,3.200000047683716,8.100000381469727,3.200000047683716,0.1,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_nuee_d_nu25_filtered,4.099999904632568,3.200000047683716,8.100000381469727,3.200000047683716,2.5,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_nuee_d_nu2_filtered,4.099999904632568,3.200000047683716,8.100000381469727,3.200000047683716,0.2,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
r90_nuee_d_nu5_filtered,4.099999904632568,3.200000047683716,8.100000381469727,3.200000047683716,0.5,1.0,3.09,0.9,2.88,2.75,1.42,0.16,0.038,8.3e-05,0.082,1.0049999952316284,-0.091,0.54,0.43
